Type,Name,SKU,Description,KGs,Selling Price - Old,Decor,Storage,Outdoor,Beds,Lighting,Tables,Chairs,Sofas,Selling Price - New,Discounted
Bellini Sectional,"Mario Bellini Sectional, Small Right Corner, Greige Velvet",5262,"Dive into the nostalgic charm of the 1970s with the Bellini, a sectional that offers both flexibility and a refreshing departure from bulky furniture styles. Perfect for open-plan living, this modern beauty allows you to transform your space according to your mood and needs, without the hassle of redecorating.

Once again adored by a new generation of furniture enthusiasts, the Bellini is celebrated for its versatility and liberating design. Thanks to its tie rods and rings, you can effortlessly detach and rearrange its modules, giving you the freedom to tailor the sofa to your changing tastes and whims.

Built with a sturdy wooden frame and cushioned with cold-pressed foam that's enveloped in a soft fabric, this low-profile piece embodies relaxed luxury. Each plush cushion invites you to sink in and unwind, making it the perfect spot to lounge in style.",119,7999.00,,,,,,,,6898.00,6898.00,3449.00
Bellini Sectional,"Mario Bellini Sectional, Small Right Corner, Gray Boucle",3308,"Dive into the nostalgic charm of the 1970s with the Bellini, a sectional that offers both flexibility and a refreshing departure from bulky furniture styles. Perfect for open-plan living, this modern beauty allows you to transform your space according to your mood and needs, without the hassle of redecorating.

Once again adored by a new generation of furniture enthusiasts, the Bellini is celebrated for its versatility and liberating design. Thanks to its tie rods and rings, you can effortlessly detach and rearrange its modules, giving you the freedom to tailor the sofa to your changing tastes and whims.

Built with a sturdy wooden frame and cushioned with cold-pressed foam that's enveloped in a soft fabric, this low-profile piece embodies relaxed luxury. Each plush cushion invites you to sink in and unwind, making it the perfect spot to lounge in style.",119,8332.00,,,,,,,,6998.00,6998.00,3499.00
Bellini Sectional,"Mario Bellini Sectional, Small Right Corner, Ecru Velvet",3305,"Dive into the nostalgic charm of the 1970s with the Bellini, a sectional that offers both flexibility and a refreshing departure from bulky furniture styles. Perfect for open-plan living, this modern beauty allows you to transform your space according to your mood and needs, without the hassle of redecorating.

Once again adored by a new generation of furniture enthusiasts, the Bellini is celebrated for its versatility and liberating design. Thanks to its tie rods and rings, you can effortlessly detach and rearrange its modules, giving you the freedom to tailor the sofa to your changing tastes and whims.

Built with a sturdy wooden frame and cushioned with cold-pressed foam that's enveloped in a soft fabric, this low-profile piece embodies relaxed luxury. Each plush cushion invites you to sink in and unwind, making it the perfect spot to lounge in style.",119,7999.00,,,,,,,,6898.00,6898.00,3449.00
Bellini Sectional,"Mario Bellini Sectional, Small Right Corner, Blush Pink Velvet",3303,"Dive into the nostalgic charm of the 1970s with the Bellini, a sectional that offers both flexibility and a refreshing departure from bulky furniture styles. Perfect for open-plan living, this modern beauty allows you to transform your space according to your mood and needs, without the hassle of redecorating.

Once again adored by a new generation of furniture enthusiasts, the Bellini is celebrated for its versatility and liberating design. Thanks to its tie rods and rings, you can effortlessly detach and rearrange its modules, giving you the freedom to tailor the sofa to your changing tastes and whims.

Built with a sturdy wooden frame and cushioned with cold-pressed foam that's enveloped in a soft fabric, this low-profile piece embodies relaxed luxury. Each plush cushion invites you to sink in and unwind, making it the perfect spot to lounge in style.",119,7999.00,,,,,,,,6898.00,6898.00,3449.00
Bellini Sectional,"Mario Bellini Sectional, Small Right Corner, Black Velvet",5260,"Dive into the nostalgic charm of the 1970s with the Bellini, a sectional that offers both flexibility and a refreshing departure from bulky furniture styles. Perfect for open-plan living, this modern beauty allows you to transform your space according to your mood and needs, without the hassle of redecorating.

Once again adored by a new generation of furniture enthusiasts, the Bellini is celebrated for its versatility and liberating design. Thanks to its tie rods and rings, you can effortlessly detach and rearrange its modules, giving you the freedom to tailor the sofa to your changing tastes and whims.

Built with a sturdy wooden frame and cushioned with cold-pressed foam that's enveloped in a soft fabric, this low-profile piece embodies relaxed luxury. Each plush cushion invites you to sink in and unwind, making it the perfect spot to lounge in style.",119,7999.00,,,,,,,,6898.00,6898.00,3449.00
Bellini Sectional,"Mario Bellini Sectional, Small Right Corner, Black Boucle",5259,"Dive into the nostalgic charm of the 1970s with the Bellini, a sectional that offers both flexibility and a refreshing departure from bulky furniture styles. Perfect for open-plan living, this modern beauty allows you to transform your space according to your mood and needs, without the hassle of redecorating.

Once again adored by a new generation of furniture enthusiasts, the Bellini is celebrated for its versatility and liberating design. Thanks to its tie rods and rings, you can effortlessly detach and rearrange its modules, giving you the freedom to tailor the sofa to your changing tastes and whims.

Built with a sturdy wooden frame and cushioned with cold-pressed foam that's enveloped in a soft fabric, this low-profile piece embodies relaxed luxury. Each plush cushion invites you to sink in and unwind, making it the perfect spot to lounge in style.",119,8332.00,,,,,,,,6998.00,6998.00,3499.00
Bellini Sectional,"Mario Bellini Sectional, Small Left Corner, Tan Vegan Leather",5258,"Dive into the nostalgic charm of the 1970s with the Bellini, a sectional that offers both flexibility and a refreshing departure from bulky furniture styles. Perfect for open-plan living, this modern beauty allows you to transform your space according to your mood and needs, without the hassle of redecorating.

Once again adored by a new generation of furniture enthusiasts, the Bellini is celebrated for its versatility and liberating design. Thanks to its tie rods and rings, you can effortlessly detach and rearrange its modules, giving you the freedom to tailor the sofa to your changing tastes and whims.

Built with a sturdy wooden frame and cushioned with cold-pressed foam that's enveloped in a soft fabric, this low-profile piece embodies relaxed luxury. Each plush cushion invites you to sink in and unwind, making it the perfect spot to lounge in style.",119,8332.00,,,,,,,,6998.00,6998.00,3499.00
Bellini Sectional,"Mario Bellini Sectional, Small Left Corner, Light Gray Velvet",3291,"Dive into the nostalgic charm of the 1970s with the Bellini, a sectional that offers both flexibility and a refreshing departure from bulky furniture styles. Perfect for open-plan living, this modern beauty allows you to transform your space according to your mood and needs, without the hassle of redecorating.

Once again adored by a new generation of furniture enthusiasts, the Bellini is celebrated for its versatility and liberating design. Thanks to its tie rods and rings, you can effortlessly detach and rearrange its modules, giving you the freedom to tailor the sofa to your changing tastes and whims.

Built with a sturdy wooden frame and cushioned with cold-pressed foam that's enveloped in a soft fabric, this low-profile piece embodies relaxed luxury. Each plush cushion invites you to sink in and unwind, making it the perfect spot to lounge in style.",119,7999.00,,,,,,,,6898.00,6898.00,3449.00
Bellini Sectional,"Mario Bellini Sectional, Small Left Corner, Jadeite Luxe Velvet",4070,"Dive into the nostalgic charm of the 1970s with the Bellini, a sectional that offers both flexibility and a refreshing departure from bulky furniture styles. Perfect for open-plan living, this modern beauty allows you to transform your space according to your mood and needs, without the hassle of redecorating.

Once again adored by a new generation of furniture enthusiasts, the Bellini is celebrated for its versatility and liberating design. Thanks to its tie rods and rings, you can effortlessly detach and rearrange its modules, giving you the freedom to tailor the sofa to your changing tastes and whims.

Built with a sturdy wooden frame and cushioned with cold-pressed foam that's enveloped in a soft fabric, this low-profile piece embodies relaxed luxury. Each plush cushion invites you to sink in and unwind, making it the perfect spot to lounge in style.",119,8332.00,,,,,,,,6898.00,6898.00,3449.00
Bellini Sectional,"Mario Bellini Sectional, Small Left Corner, Greige Velvet",5257,"Dive into the nostalgic charm of the 1970s with the Bellini, a sectional that offers both flexibility and a refreshing departure from bulky furniture styles. Perfect for open-plan living, this modern beauty allows you to transform your space according to your mood and needs, without the hassle of redecorating.

Once again adored by a new generation of furniture enthusiasts, the Bellini is celebrated for its versatility and liberating design. Thanks to its tie rods and rings, you can effortlessly detach and rearrange its modules, giving you the freedom to tailor the sofa to your changing tastes and whims.

Built with a sturdy wooden frame and cushioned with cold-pressed foam that's enveloped in a soft fabric, this low-profile piece embodies relaxed luxury. Each plush cushion invites you to sink in and unwind, making it the perfect spot to lounge in style.",119,7999.00,,,,,,,,6898.00,6898.00,3449.00
